"city","city_ascii","state_id","state_name","county_name"
"Medicine Lodge","Medicine Lodge","KS","Kansas","Barber"
"Point MacKenzie","Point MacKenzie","AK","Alaska","Matanuska-Susitna"
"Jonesville","Jonesville","LA","Louisiana","Catahoula"
"Babbitt","Babbitt","MN","Minnesota","St. Louis"
"Palestine","Palestine","IL","Illinois","Crawford"
"Callaway","Callaway","MD","Maryland","St. Mary's"
"Montrose","Montrose","PA","Pennsylvania","Susquehanna"
"Pacific City","Pacific City","OR","Oregon","Tillamook"
"Encantada-Ranchito-El Calaboz","Encantada-Ranchito-El Calaboz","TX","Texas","Cameron"
"Highland Park","Highland Park","PA","Pennsylvania","Mifflin"
"Cannelton","Cannelton","IN","Indiana","Perry"
"West Blocton","West Blocton","AL","Alabama","Bibb"
"Sundance","Sundance","WY","Wyoming","Crook"
"Aberdeen","Aberdeen","OH","Ohio","Brown"
"Lincoln","Lincoln","MO","Missouri","Benton"
"Millers Creek","Millers Creek","NC","North Carolina","Wilkes"
"Tornillo","Tornillo","TX","Texas","El Paso"
"Pemberville","Pemberville","OH","Ohio","Wood"
"Bedford","Bedford","IA","Iowa","Taylor"
"Girardville","Girardville","PA","Pennsylvania","Schuylkill"
"Queen Anne","Queen Anne","MD","Maryland","Prince George's"
"Oakland","Oakland","OR","Oregon","Douglas"
"Dalton","Dalton","PA","Pennsylvania","Lackawanna"
"Brightwood","Brightwood","VA","Virginia","Madison"
"Sanford","Sanford","CO","Colorado","Conejos"
"Irwindale","Irwindale","CA","California","Los Angeles"
"Colfax","Colfax","WI","Wisconsin","Dunn"
"Stryker","Stryker","OH","Ohio","Williams"
"Wingdale","Wingdale","NY","New York","Dutchess"
"Spring Valley","Spring Valley","WI","Wisconsin","Pierce"
"Franklin","Franklin","TX","Texas","Robertson"
"Wagener","Wagener","SC","South Carolina","Aiken"
"Cavalier","Cavalier","ND","North Dakota","Pembina"
"Kemp","Kemp","TX","Texas","Kaufman"
"Big Bend","Big Bend","WI","Wisconsin","Waukesha"
"Fruitdale","Fruitdale","CA","California","Santa Clara"
"Pendergrass","Pendergrass","GA","Georgia","Jackson"
"Palomas","Palomas","PR","Puerto Rico","Yauco"
"Basin","Basin","WY","Wyoming","Big Horn"
"Grace","Grace","ID","Idaho","Caribou"
"Grass Lake","Grass Lake","MI","Michigan","Jackson"
"Rouse","Rouse","CA","California","Stanislaus"
"Seabrook Farms","Seabrook Farms","NJ","New Jersey","Cumberland"
"Capitan","Capitan","NM","New Mexico","Lincoln"
"Payson","Payson","IL","Illinois","Adams"
"Leavittsburg","Leavittsburg","OH","Ohio","Trumbull"
"Stockdale","Stockdale","TX","Texas","Wilson"
"Pennsboro","Pennsboro","WV","West Virginia","Ritchie"
"Guayabal","Guayabal","PR","Puerto Rico","Juana Díaz"
"Cane Savannah","Cane Savannah","SC","South Carolina","Sumter"
"Colma","Colma","CA","California","San Mateo"
"Neoga","Neoga","IL","Illinois","Cumberland"
"Keshena","Keshena","WI","Wisconsin","Menominee"
"Tunnel Hill","Tunnel Hill","GA","Georgia","Whitfield"
"Redfield","Redfield","AR","Arkansas","Jefferson"
"Star","Star","NC","North Carolina","Montgomery"
"Taft Mosswood","Taft Mosswood","CA","California","San Joaquin"
"Maury","Maury","NC","North Carolina","Greene"
"Grandview","Grandview","IL","Illinois","Sangamon"
"Sunman","Sunman","IN","Indiana","Ripley"
"Nixon","Nixon","PA","Pennsylvania","Butler"
"Daniels","Daniels","WV","West Virginia","Raleigh"
"Belle","Belle","WV","West Virginia","Kanawha"
"West Leechburg","West Leechburg","PA","Pennsylvania","Westmoreland"
"Ramos","Ramos","PR","Puerto Rico","Luquillo"
"Banner Elk","Banner Elk","NC","North Carolina","Avery"
"Lakeshire","Lakeshire","MO","Missouri","St. Louis"
"Dassel","Dassel","MN","Minnesota","Meeker"
"Great Bend","Great Bend","NY","New York","Jefferson"
"Dickson","Dickson","OK","Oklahoma","Carter"
"New Pekin","New Pekin","IN","Indiana","Washington"
"Ucon","Ucon","ID","Idaho","Bonneville"
"Falkville","Falkville","AL","Alabama","Morgan"
"Atlantic Beach","Atlantic Beach","NY","New York","Nassau"
"Rome City","Rome City","IN","Indiana","Noble"
"Oceana","Oceana","WV","West Virginia","Wyoming"
"Farmland","Farmland","IN","Indiana","Randolph"
"South Uniontown","South Uniontown","PA","Pennsylvania","Fayette"
"Gholson","Gholson","TX","Texas","McLennan"
"Holly Hill","Holly Hill","SC","South Carolina","Orangeburg"
"Sharon Center","Sharon Center","OH","Ohio","Medina"
"Johnson City","Johnson City","KS","Kansas","Stanton"
"Woodburn","Woodburn","IN","Indiana","Allen"
"New Castle Northwest","New Castle Northwest","PA","Pennsylvania","Lawrence"
"William Paterson University of New Jersey","William Paterson University of New Jersey","NJ","New Jersey","Passaic"
"Elroy","Elroy","WI","Wisconsin","Juneau"
"Wauregan","Wauregan","CT","Connecticut","Windham"
"Stratford","Stratford","WI","Wisconsin","Marathon"
"Buchanan Dam","Buchanan Dam","TX","Texas","Llano"
"Grayson","Grayson","CA","California","Stanislaus"
"Earlham","Earlham","IA","Iowa","Madison"
"Cumberland Head","Cumberland Head","NY","New York","Clinton"
"Doña Ana","Dona Ana","NM","New Mexico","Doña Ana"
"Scottville","Scottville","MI","Michigan","Mason"
"Los Alamos","Los Alamos","CA","California","Santa Barbara"
"El Rancho","El Rancho","NM","New Mexico","Santa Fe"
"Hughes Springs","Hughes Springs","TX","Texas","Cass"
"Cashion","Cashion","OK","Oklahoma","Kingfisher"
"China Spring","China Spring","TX","Texas","McLennan"
"Wildwood","Wildwood","TN","Tennessee","Blount"
"Wakefield","Wakefield","NE","Nebraska","Dixon"
"Des Arc","Des Arc","AR","Arkansas","Prairie"
"New Hackensack","New Hackensack","NY","New York","Dutchess"
"Vander","Vander","NC","North Carolina","Cumberland"
"Webberville","Webberville","MI","Michigan","Ingham"
"Tower Lakes","Tower Lakes","IL","Illinois","Lake"
"Grantsburg","Grantsburg","WI","Wisconsin","Burnett"
"Rogersville","Rogersville","AL","Alabama","Lauderdale"
"Aurora","Aurora","SD","South Dakota","Brookings"
"West Swanzey","West Swanzey","NH","New Hampshire","Cheshire"
"Monroeville","Monroeville","OH","Ohio","Huron"
"Seven Points","Seven Points","TX","Texas","Henderson"
"Ecru","Ecru","MS","Mississippi","Pontotoc"
"Newfoundland","Newfoundland","NJ","New Jersey","Passaic"
"Urania","Urania","LA","Louisiana","LaSalle"
"Harbor Isle","Harbor Isle","NY","New York","Nassau"
"Avis","Avis","PA","Pennsylvania","Clinton"
"Miller","Miller","SD","South Dakota","Hand"
"Fort Clark Springs","Fort Clark Springs","TX","Texas","Kinney"
"Flordell Hills","Flordell Hills","MO","Missouri","St. Louis"
"Big Bass Lake","Big Bass Lake","PA","Pennsylvania","Lackawanna"
"Carbondale","Carbondale","KS","Kansas","Osage"
"Montezuma","Montezuma","IA","Iowa","Poweshiek"
"Waldo","Waldo","AR","Arkansas","Columbia"
"Penhook","Penhook","VA","Virginia","Franklin"
"Thomas","Thomas","OK","Oklahoma","Custer"
"Sparkill","Sparkill","NY","New York","Rockland"
"Nellysford","Nellysford","VA","Virginia","Nelson"
"Yamhill","Yamhill","OR","Oregon","Yamhill"
"Menard","Menard","TX","Texas","Menard"
"Forreston","Forreston","IL","Illinois","Ogle"
"Rainbow Lakes","Rainbow Lakes","NJ","New Jersey","Morris"
"Leland Grove","Leland Grove","IL","Illinois","Sangamon"
"Alpine","Alpine","NJ","New Jersey","Bergen"
"Foscoe","Foscoe","NC","North Carolina","Watauga"
"Pahoa","Pahoa","HI","Hawaii","Hawaii"
"Pelzer","Pelzer","SC","South Carolina","Anderson"
"Ravenna","Ravenna","MI","Michigan","Muskegon"
"Gwinn","Gwinn","MI","Michigan","Marquette"
"Tioga","Tioga","ND","North Dakota","Williams"
"Tryon","Tryon","NC","North Carolina","Polk"
"Lawrenceville","Lawrenceville","VA","Virginia","Brunswick"
"Green Springs","Green Springs","OH","Ohio","Sandusky"
"Fraser","Fraser","CO","Colorado","Grand"
"Fairfax","Fairfax","MN","Minnesota","Renville"
"Burt","Burt","MI","Michigan","Saginaw"
"Grand Ronde","Grand Ronde","OR","Oregon","Polk"
"Redkey","Redkey","IN","Indiana","Jay"
"Soap Lake","Soap Lake","WA","Washington","Grant"
"Hillsboro","Hillsboro","WI","Wisconsin","Vernon"
"Meeker","Meeker","OK","Oklahoma","Lincoln"
"Tangent","Tangent","OR","Oregon","Linn"
"Palmdale","Palmdale","PA","Pennsylvania","Dauphin"
"Julian","Julian","CA","California","San Diego"
"North Ballston Spa","North Ballston Spa","NY","New York","Saratoga"
"St. Francis","St. Francis","KS","Kansas","Cheyenne"
"McGraw","McGraw","NY","New York","Cortland"
"Pioneer","Pioneer","OH","Ohio","Williams"
"Perryville","Perryville","AR","Arkansas","Perry"
"Sebastian","Sebastian","TX","Texas","Willacy"
"East Marion","East Marion","NY","New York","Suffolk"
"Buffalo","Buffalo","SC","South Carolina","Union"
"Fayetteville","Fayetteville","AL","Alabama","Talladega"
"Albion","Albion","PA","Pennsylvania","Erie"
"Marlinton","Marlinton","WV","West Virginia","Pocahontas"
"Red Boiling Springs","Red Boiling Springs","TN","Tennessee","Macon"
"Griggsville","Griggsville","IL","Illinois","Pike"
"Lake Catherine","Lake Catherine","IL","Illinois","Lake"
"Patton Village","Patton Village","TX","Texas","Montgomery"
"Lamar","Lamar","TX","Texas","Aransas"
"Pleasureville","Pleasureville","KY","Kentucky","Henry"
"Panama","Panama","OK","Oklahoma","Le Flore"
"Labadieville","Labadieville","LA","Louisiana","Assumption"
"Pomona Park","Pomona Park","FL","Florida","Putnam"
"Fyffe","Fyffe","AL","Alabama","DeKalb"
"McAlmont","McAlmont","AR","Arkansas","Pulaski"
"Norris City","Norris City","IL","Illinois","White"
"Borden","Borden","IN","Indiana","Clark"
"Six Shooter Canyon","Six Shooter Canyon","AZ","Arizona","Gila"
"East Hazel Crest","East Hazel Crest","IL","Illinois","Cook"
"West Canton","West Canton","NC","North Carolina","Haywood"
"Sheridan","Sheridan","CA","California","Placer"
"Ruckersville","Ruckersville","VA","Virginia","Greene"
"Muhlenberg Park","Muhlenberg Park","PA","Pennsylvania","Berks"
"Jonesboro","Jonesboro","IN","Indiana","Grant"
"Bay Park","Bay Park","NY","New York","Nassau"
"Kibler","Kibler","AR","Arkansas","Crawford"
"Saint John Fisher College","Saint John Fisher College","NY","New York","Monroe"
"Lomas Verdes Comunidad","Lomas Verdes Comunidad","PR","Puerto Rico","Moca"
"Camp Hill","Camp Hill","AL","Alabama","Tallapoosa"
"Duenweg","Duenweg","MO","Missouri","Jasper"
"Wisner","Wisner","NE","Nebraska","Cuming"
"Caledonia","Caledonia","MS","Mississippi","Lowndes"
"Timberlane","Timberlane","IL","Illinois","Boone"
"Whitley City","Whitley City","KY","Kentucky","McCreary"
"Morgan Hill","Morgan Hill","PA","Pennsylvania","Northampton"
"Hiram","Hiram","OH","Ohio","Portage"
"Eaton Estates","Eaton Estates","OH","Ohio","Lorain"
"Carey","Carey","ID","Idaho","Blaine"
"Denton","Denton","NC","North Carolina","Davidson"
"Riner","Riner","VA","Virginia","Montgomery"
"Appleton","Appleton","MN","Minnesota","Swift"
"Ontonagon","Ontonagon","MI","Michigan","Ontonagon"
"Chatsworth","Chatsworth","IL","Illinois","Livingston"
"Newark","Newark","AR","Arkansas","Independence"
"Bloomington","Bloomington","TX","Texas","Victoria"
"Dellwood","Dellwood","MN","Minnesota","Washington"
"Springdale","Springdale","NC","North Carolina","Gaston"
"Bushyhead","Bushyhead","OK","Oklahoma","Rogers"
"Markle","Markle","IN","Indiana","Huntington"
"Barneveld","Barneveld","WI","Wisconsin","Iowa"
"Newburg","Newburg","WI","Wisconsin","Washington"
"Sargent","Sargent","TX","Texas","Matagorda"
"Ignacio","Ignacio","CO","Colorado","La Plata"
"Tome","Tome","NM","New Mexico","Valencia"
"Brookfield Center","Brookfield Center","OH","Ohio","Trumbull"
"West Milton","West Milton","PA","Pennsylvania","Union"
"Redland","Redland","TX","Texas","Angelina"
"Springfield","Springfield","CO","Colorado","Baca"
"Basye","Basye","VA","Virginia","Shenandoah"
"Saylorsburg","Saylorsburg","PA","Pennsylvania","Monroe"
"Greenfield","Greenfield","MO","Missouri","Dade"
"Mendon","Mendon","UT","Utah","Cache"
"Okawville","Okawville","IL","Illinois","Washington"
"Monette","Monette","AR","Arkansas","Craighead"
"Covelo","Covelo","CA","California","Mendocino"
"Theresa","Theresa","WI","Wisconsin","Dodge"
"Parshall","Parshall","ND","North Dakota","Mountrail"
"El Tumbao","El Tumbao","PR","Puerto Rico","Guánica"
"Hurleyville","Hurleyville","NY","New York","Sullivan"
"Deadwood","Deadwood","SD","South Dakota","Lawrence"
"Lyndonville","Lyndonville","VT","Vermont","Caledonia"
"Ceresco","Ceresco","NE","Nebraska","Saunders"
"Gregory","Gregory","SD","South Dakota","Gregory"
"Seadrift","Seadrift","TX","Texas","Calhoun"
"Broadway","Broadway","NC","North Carolina","Lee"
"Saxonburg","Saxonburg","PA","Pennsylvania","Butler"
"Rock Port","Rock Port","MO","Missouri","Atchison"
"Bradford","Bradford","RI","Rhode Island","Washington"
"Tok","Tok","AK","Alaska","Southeast Fairbanks"
"Maricopa","Maricopa","CA","California","Kern"
"Bannockburn","Bannockburn","IL","Illinois","Lake"
"Peach Springs","Peach Springs","AZ","Arizona","Mohave"
"Fulda","Fulda","MN","Minnesota","Murray"
"Phoenix","Phoenix","IL","Illinois","Cook"
"Duboistown","Duboistown","PA","Pennsylvania","Lycoming"
"Martinsville","Martinsville","IL","Illinois","Clark"
"Big Sandy","Big Sandy","TX","Texas","Upshur"
"Colchester","Colchester","IL","Illinois","McDonough"
"Jonesville","Jonesville","VA","Virginia","Lee"
"Little Round Lake","Little Round Lake","WI","Wisconsin","Sawyer"
"Warren","Warren","IL","Illinois","Jo Daviess"
"Mansfield Center","Mansfield Center","CT","Connecticut","Tolland"
"Delevan","Delevan","NY","New York","Cattaraugus"
"West Fairview","West Fairview","PA","Pennsylvania","Cumberland"
"Kingston","Kingston","IL","Illinois","DeKalb"
"Wurtland","Wurtland","KY","Kentucky","Greenup"
"Cannon Beach","Cannon Beach","OR","Oregon","Clatsop"
"Powers Lake","Powers Lake","WI","Wisconsin","Kenosha"
"Knightsen","Knightsen","CA","California","Contra Costa"
"Babson Park","Babson Park","FL","Florida","Polk"
"Milford Square","Milford Square","PA","Pennsylvania","Bucks"
"Christmas","Christmas","FL","Florida","Orange"
"Gretna","Gretna","VA","Virginia","Pittsylvania"
"Mars","Mars","PA","Pennsylvania","Butler"
"Frankfort","Frankfort","OH","Ohio","Ross"
"Nebo","Nebo","NC","North Carolina","McDowell"
"South Wilton","South Wilton","CT","Connecticut","Fairfield"
"Vian","Vian","OK","Oklahoma","Sequoyah"
"Pen Mar","Pen Mar","PA","Pennsylvania","Franklin"
"Shoal Creek","Shoal Creek","AL","Alabama","Shelby"
"Windsor","Windsor","PA","Pennsylvania","York"
"Shokan","Shokan","NY","New York","Ulster"
"Sardinia","Sardinia","OH","Ohio","Brown"
"Claude","Claude","TX","Texas","Armstrong"
"Morenci","Morenci","AZ","Arizona","Greenlee"
"Athena","Athena","OR","Oregon","Umatilla"
"Herlong","Herlong","CA","California","Lassen"
"Richmond","Richmond","MN","Minnesota","Stearns"
"Clarkson","Clarkson","KY","Kentucky","Grayson"
"Ceredo","Ceredo","WV","West Virginia","Wayne"
"Parcelas de Navarro","Parcelas de Navarro","PR","Puerto Rico","Gurabo"
"Mariposa","Mariposa","CA","California","Mariposa"
"Yutan","Yutan","NE","Nebraska","Saunders"
"Tripoli","Tripoli","IA","Iowa","Bremer"
"Sleepy Hollow Lake","Sleepy Hollow Lake","NY","New York","Greene"
"Independence","Independence","WI","Wisconsin","Trempealeau"
"Lexington","Lexington","TX","Texas","Lee"
"Mustang Ridge","Mustang Ridge","TX","Texas","Travis"
"Fairplay","Fairplay","GA","Georgia","Douglas"
"Ness City","Ness City","KS","Kansas","Ness"
"Lexington","Lexington","MS","Mississippi","Holmes"
"Laurens","Laurens","IA","Iowa","Pocahontas"
"Wolcott","Wolcott","IN","Indiana","White"
"La Harpe","La Harpe","IL","Illinois","Hancock"
"Elm City","Elm City","NC","North Carolina","Wilson"
"Bethesda","Bethesda","OH","Ohio","Belmont"
"Apollo","Apollo","PA","Pennsylvania","Armstrong"
"Schoolcraft","Schoolcraft","MI","Michigan","Kalamazoo"
"Montclair State University","Montclair State University","NJ","New Jersey","Passaic"
"Kensington","Kensington","NY","New York","Nassau"
"Coldstream","Coldstream","KY","Kentucky","Jefferson"
"Steele","Steele","AL","Alabama","St. Clair"
"Cortland West","Cortland West","NY","New York","Cortland"
"Addison","Addison","WV","West Virginia","Webster"
"Silver Lake","Silver Lake","NJ","New Jersey","Cumberland"
"Bartolo","Bartolo","PR","Puerto Rico","Río Grande"
"Forest View","Forest View","IL","Illinois","Cook"
"Willow Creek","Willow Creek","CA","California","Humboldt"
"Milford","Milford","IL","Illinois","Iroquois"
"Clendenin","Clendenin","WV","West Virginia","Kanawha"
"Murphys Estates","Murphys Estates","SC","South Carolina","Edgefield"
"Dilkon","Dilkon","AZ","Arizona","Navajo"
"Helena Flats","Helena Flats","MT","Montana","Flathead"
"Flippin","Flippin","AR","Arkansas","Marion"
"Cedar Ridge","Cedar Ridge","CA","California","Tuolumne"
"Lyons","Lyons","WI","Wisconsin","Walworth"
"Dorothy","Dorothy","NJ","New Jersey","Atlantic"
"Valley Mills","Valley Mills","TX","Texas","Bosque"
"Manton","Manton","MI","Michigan","Wexford"
"Birch Run","Birch Run","MI","Michigan","Saginaw"
"Greenfield","Greenfield","IL","Illinois","Greene"
"Bellefonte","Bellefonte","DE","Delaware","New Castle"
"Parrish","Parrish","AL","Alabama","Walker"
"Manson","Manson","WA","Washington","Chelan"
"Wetumka","Wetumka","OK","Oklahoma","Hughes"
"Deans","Deans","NJ","New Jersey","Middlesex"
"Union Springs","Union Springs","NY","New York","Cayuga"
"Minneota","Minneota","MN","Minnesota","Lyon"
"Ash Flat","Ash Flat","AR","Arkansas","Sharp"
"Pocono Ranch Lands","Pocono Ranch Lands","PA","Pennsylvania","Pike"
"Union City","Union City","OK","Oklahoma","Canadian"
"Lannon","Lannon","WI","Wisconsin","Waukesha"
"Emerald Bay","Emerald Bay","TX","Texas","Smith"
"Cleveland","Cleveland","AL","Alabama","Blount"
"Onancock","Onancock","VA","Virginia","Accomack"
"Hillside Lake","Hillside Lake","NY","New York","Dutchess"
"Greenup","Greenup","KY","Kentucky","Greenup"
"Encinal","Encinal","TX","Texas","La Salle"
"Ortonville","Ortonville","MI","Michigan","Oakland"
"Hoxie","Hoxie","KS","Kansas","Sheridan"
"Bolivar","Bolivar","WV","West Virginia","Jefferson"
"Sibley","Sibley","LA","Louisiana","Webster"
"Bellevue","Bellevue","MI","Michigan","Eaton"
"Dunlap","Dunlap","OH","Ohio","Hamilton"
"Sunnyside","Sunnyside","GA","Georgia","Ware"
"Edgard","Edgard","LA","Louisiana","St. John the Baptist"
"Old Miakka","Old Miakka","FL","Florida","Sarasota"
"Olympia","Olympia","SC","South Carolina","Richland"
"Kenton","Kenton","TN","Tennessee","Gibson"
"Garden Grove","Garden Grove","FL","Florida","Hernando"
"Prineville Lake Acres","Prineville Lake Acres","OR","Oregon","Crook"
"Porcupine","Porcupine","SD","South Dakota","Oglala Lakota"
"Winchester","Winchester","OH","Ohio","Adams"
"Dover Plains","Dover Plains","NY","New York","Dutchess"
"Flemington","Flemington","PA","Pennsylvania","Clinton"
"Manawa","Manawa","WI","Wisconsin","Waupaca"
"Inkerman","Inkerman","PA","Pennsylvania","Luzerne"
"Marissa","Marissa","IL","Illinois","St. Clair"
"Pine Knoll Shores","Pine Knoll Shores","NC","North Carolina","Carteret"
"Weidman","Weidman","MI","Michigan","Isabella"
"Cole Camp","Cole Camp","MO","Missouri","Benton"
"Centre Grove","Centre Grove","NJ","New Jersey","Cumberland"
"Sweet Home","Sweet Home","AR","Arkansas","Pulaski"
"Farmingdale","Farmingdale","NJ","New Jersey","Monmouth"
"Ladd","Ladd","IL","Illinois","Bureau"
"Preston","Preston","MN","Minnesota","Fillmore"
"Elmer","Elmer","NJ","New Jersey","Salem"
"Darmstadt","Darmstadt","IN","Indiana","Vanderburgh"
"Cambridge","Cambridge","WI","Wisconsin","Dane"
"La Crosse","La Crosse","KS","Kansas","Rush"
"Towaoc","Towaoc","CO","Colorado","Montezuma"
"Hyde","Hyde","PA","Pennsylvania","Clearfield"
"Chico","Chico","TX","Texas","Wise"
"Crawford","Crawford","GA","Georgia","Oglethorpe"
"St. Peter","St. Peter","WI","Wisconsin","Fond du Lac"
"Clifton","Clifton","IL","Illinois","Iroquois"
"Medford","Medford","MN","Minnesota","Steele"
"Mazon","Mazon","IL","Illinois","Grundy"
"Velda City","Velda City","MO","Missouri","St. Louis"
"Bowling Green","Bowling Green","MD","Maryland","Allegany"
"Ellicott","Ellicott","CO","Colorado","El Paso"
"MacDonnell Heights","MacDonnell Heights","NY","New York","Dutchess"
"Tennessee Ridge","Tennessee Ridge","TN","Tennessee","Houston"
"Pickens","Pickens","MS","Mississippi","Holmes"
"Reading","Reading","MI","Michigan","Hillsdale"
"Kenbridge","Kenbridge","VA","Virginia","Lunenburg"
"West Siloam Springs","West Siloam Springs","OK","Oklahoma","Delaware"
"South Barre","South Barre","VT","Vermont","Washington"
"Las Campanas","Las Campanas","NM","New Mexico","Santa Fe"
"Vernon Valley","Vernon Valley","NJ","New Jersey","Sussex"
"Loyal","Loyal","WI","Wisconsin","Clark"
"Camp Point","Camp Point","IL","Illinois","Adams"
"Woodacre","Woodacre","CA","California","Marin"
"Oglethorpe","Oglethorpe","GA","Georgia","Macon"
"La Honda","La Honda","CA","California","San Mateo"
"Brooksville","Brooksville","MS","Mississippi","Noxubee"
"Stockbridge","Stockbridge","MI","Michigan","Ingham"
"Lily Lake","Lily Lake","IL","Illinois","Kane"
"Navesink","Navesink","NJ","New Jersey","Monmouth"
"Snyder","Snyder","OK","Oklahoma","Kiowa"
"Byrdstown","Byrdstown","TN","Tennessee","Pickett"
"North Granby","North Granby","CT","Connecticut","Hartford"
"Jennerstown","Jennerstown","PA","Pennsylvania","Somerset"
"Sun Valley","Sun Valley","ID","Idaho","Blaine"
"Stillman Valley","Stillman Valley","IL","Illinois","Ogle"
"St. Leo","St. Leo","FL","Florida","Pasco"
"Burgettstown","Burgettstown","PA","Pennsylvania","Washington"
"Sanborn","Sanborn","NY","New York","Niagara"
"Ardmore","Ardmore","AL","Alabama","Limestone"
"Alma","Alma","NE","Nebraska","Harlan"
"Cross Plains","Cross Plains","TX","Texas","Callahan"
"Sheldon","Sheldon","IL","Illinois","Iroquois"
"Harmony","Harmony","PA","Pennsylvania","Butler"
"Parks","Parks","AZ","Arizona","Coconino"
"East Camden","East Camden","AR","Arkansas","Ouachita"
"Brandywine Bay","Brandywine Bay","NC","North Carolina","Carteret"
"Irwin","Irwin","SC","South Carolina","Lancaster"
"Marsing","Marsing","ID","Idaho","Owyhee"
"Brooklyn","Brooklyn","WI","Wisconsin","Green"
"Celoron","Celoron","NY","New York","Chautauqua"
"Homeland","Homeland","GA","Georgia","Charlton"
"Brickerville","Brickerville","PA","Pennsylvania","Lancaster"
"Mulberry","Mulberry","IN","Indiana","Clinton"
"McConnellstown","McConnellstown","PA","Pennsylvania","Huntingdon"
"Oak Grove Heights","Oak Grove Heights","AR","Arkansas","Greene"
"Tubac","Tubac","AZ","Arizona","Santa Cruz"
"Eclectic","Eclectic","AL","Alabama","Elmore"
"Van Buren","Van Buren","MO","Missouri","Carter"
"Pine Bluffs","Pine Bluffs","WY","Wyoming","Laramie"
"Mexico Beach","Mexico Beach","FL","Florida","Bay"
"Queen City","Queen City","TX","Texas","Cass"
"Calverton Park","Calverton Park","MO","Missouri","St. Louis"
"Duluth","Duluth","WA","Washington","Clark"
"Hotchkiss","Hotchkiss","CO","Colorado","Delta"
"Casa Blanca","Casa Blanca","AZ","Arizona","Pinal"
"Leesburg","Leesburg","OH","Ohio","Highland"
"Crownsville","Crownsville","MD","Maryland","Anne Arundel"
"Shattuck","Shattuck","OK","Oklahoma","Ellis"
"Glenwood City","Glenwood City","WI","Wisconsin","St. Croix"
"Oran","Oran","MO","Missouri","Scott"
"Alto","Alto","GA","Georgia","Banks"
"Sweetser","Sweetser","IN","Indiana","Grant"
"La Plata","La Plata","MO","Missouri","Macon"
"Duncannon","Duncannon","PA","Pennsylvania","Perry"
"Fort Dick","Fort Dick","CA","California","Del Norte"
"Toast","Toast","NC","North Carolina","Surry"
"Linden","Linden","TN","Tennessee","Perry"
"Bayard","Bayard","NE","Nebraska","Morrill"
"Weston Mills","Weston Mills","NY","New York","Cattaraugus"
"Pinetops","Pinetops","NC","North Carolina","Edgecombe"
"Baltic","Baltic","CT","Connecticut","New London"
"Elkader","Elkader","IA","Iowa","Clayton"
"Stratford","Stratford","OK","Oklahoma","Garvin"
"Robinhood","Robinhood","MS","Mississippi","Rankin"
"Grover","Grover","WY","Wyoming","Lincoln"
"Owensville","Owensville","IN","Indiana","Gibson"
"Trabuco Canyon","Trabuco Canyon","CA","California","Orange"
"Wolfe City","Wolfe City","TX","Texas","Hunt"
"Bainbridge","Bainbridge","PA","Pennsylvania","Lancaster"
"Gardendale","Gardendale","TX","Texas","Ector"
"Dunnstown","Dunnstown","PA","Pennsylvania","Clinton"
"Galesville","Galesville","MD","Maryland","Anne Arundel"
"New Windsor","New Windsor","MD","Maryland","Carroll"
"Cambridge","Cambridge","NE","Nebraska","Furnas"
"Red Lake Falls","Red Lake Falls","MN","Minnesota","Red Lake"
"Elm Creek","Elm Creek","NE","Nebraska","Buffalo"
"Kings Mills","Kings Mills","OH","Ohio","Warren"
"Perry","Perry","KS","Kansas","Jefferson"
"Geraldine","Geraldine","AL","Alabama","DeKalb"
"Fort Thompson","Fort Thompson","SD","South Dakota","Buffalo"
"Skidmore","Skidmore","TX","Texas","Bee"
"Springville","Springville","IA","Iowa","Linn"
"West Easton","West Easton","PA","Pennsylvania","Northampton"
"Pleasant Hills","Pleasant Hills","OH","Ohio","Hamilton"
"Benwood","Benwood","WV","West Virginia","Marshall"
"Foresthill","Foresthill","CA","California","Placer"
"Whitehorn Cove","Whitehorn Cove","OK","Oklahoma","Wagoner"
"Hallstead","Hallstead","PA","Pennsylvania","Susquehanna"
"Plandome","Plandome","NY","New York","Nassau"
"Mansfield","Mansfield","MO","Missouri","Wright"
"Ames Lake","Ames Lake","WA","Washington","King"
"Remerton","Remerton","GA","Georgia","Lowndes"
"Royal Hawaiian Estates","Royal Hawaiian Estates","HI","Hawaii","Hawaii"
"Skyline-Ganipa","Skyline-Ganipa","NM","New Mexico","Cibola"
"Baltic","Baltic","SD","South Dakota","Minnehaha"
"Mucarabones","Mucarabones","PR","Puerto Rico","Toa Alta"
"Avoca","Avoca","IA","Iowa","Pottawattamie"
"Alamo","Alamo","GA","Georgia","Wheeler"
"Black Creek","Black Creek","WI","Wisconsin","Outagamie"
"Coon Rapids","Coon Rapids","IA","Iowa","Carroll"
"North Key Largo","North Key Largo","FL","Florida","Monroe"
"Highpoint","Highpoint","OH","Ohio","Hamilton"
"Roseland","Roseland","LA","Louisiana","Tangipahoa"
"El Paraiso","El Paraiso","PR","Puerto Rico","Ponce"
"Cobb Island","Cobb Island","MD","Maryland","Charles"
"Guthrie","Guthrie","KY","Kentucky","Todd"
"Munday","Munday","TX","Texas","Knox"
"Shullsburg","Shullsburg","WI","Wisconsin","Lafayette"
"Fairhope","Fairhope","PA","Pennsylvania","Fayette"
"Rio Grande","Rio Grande","OH","Ohio","Gallia"
